"State","Product","Sub.product","count"
"New Jersey","Credit reporting","Credit reporting",2537
"New Jersey","Other financial service","Debt settlement",6
"New Jersey","Money transfers","Domestic (US) money transfer",53
"New Jersey","Mortgage","FHA mortgage",855
"New Jersey","Debt collection","Federal student loan",36
"New Jersey","Prepaid card","General purpose card",42
"New Jersey","Prepaid card","Gift or merchant card",8
"New Jersey","Prepaid card","Government benefit payment card",6
"New Jersey","Mortgage","Home equity loan or line of credit",442
"New Jersey","Debt collection","I do not know",614
"New Jersey","Prepaid card","ID prepaid card",7
"New Jersey","Consumer Loan","Installment loan",146
"New Jersey","Money transfers","International money transfer",76
"New Jersey","Debt collection","Medical",441
"New Jersey","Prepaid card","Mobile wallet",10
"New Jersey","Other financial service","Money order",1
"New Jersey","Debt collection","Mortgage",119
"New Jersey","Student loan","Non-federal student loan",709
"New Jersey","Debt collection","Other (i.e. phone, health club, etc.)",825
"New Jersey","Bank account or service","Other bank product/service",407
"New Jersey","Mortgage","Other mortgage",3471
"New Jersey","Prepaid card","Other special purpose card",5
"New Jersey","Consumer Loan","Pawn loan",2
"New Jersey","Debt collection","Payday loan",246
"New Jersey","Prepaid card","Payroll card",15
"New Jersey","Consumer Loan","Personal line of credit",68
"New Jersey","Mortgage","Reverse mortgage",60
"New Jersey","Bank account or service","Savings account",215
"New Jersey","Mortgage","Second mortgage",26
"New Jersey","Consumer Loan","Title loan",3
"New Jersey","Prepaid card","Transit card",1
"New Jersey","Other financial service","Traveler/Cashier Checks",1
"New Jersey","Mortgage","VA mortgage",60
"New Jersey","Consumer Loan","Vehicle lease",89
"New Jersey","Consumer Loan","Vehicle loan",436
"New Mexico","Bank account or service","(CD) Certificate of deposit",10
"New Mexico","Debt collection","Auto",10
"New Mexico","Bank account or service","Cashing a check without an account",4
"New Mexico","Bank account or service","Checking account",178
"New Mexico","Mortgage","Conventional adjustable mortgage (ARM)",54
"New Mexico","Mortgage","Conventional fixed mortgage",245
"New Mexico","Credit Card","Credit Card",285
"New Mexico","Debt collection","Credit card",77
"New Mexico","Credit reporting","Credit reporting",536
"New Mexico","Money transfers","Domestic (US) money transfer",11
"New Mexico","Mortgage","FHA mortgage",88
"New Mexico","Debt collection","Federal student loan",11
"New Mexico","Prepaid card","General purpose card",2
"New Mexico","Prepaid card","Gift or merchant card",1
"New Mexico","Prepaid card","Government benefit payment card",3
"New Mexico","Mortgage","Home equity loan or line of credit",23
"New Mexico","Debt collection","I do not know",135
"New Mexico","Consumer Loan","Installment loan",42
"New Mexico","Money transfers","International money transfer",14
"New Mexico","Debt collection","Medical",87
"New Mexico","Prepaid card","Mobile wallet",1
"New Mexico","Debt collection","Mortgage",22
"New Mexico","Student loan","Non-federal student loan",65
"New Mexico","Debt collection","Other (i.e. phone, health club, etc.)",132
"New Mexico","Bank account or service","Other bank product/service",40
"New Mexico","Mortgage","Other mortgage",231
"New Mexico","Prepaid card","Other special purpose card",1
"New Mexico","Debt collection","Payday loan",88
"New Mexico","Prepaid card","Payroll card",1
"New Mexico","Consumer Loan","Personal line of credit",8
"New Mexico","Mortgage","Reverse mortgage",6
"New Mexico","Bank account or service","Savings account",18
"New Mexico","Mortgage","Second mortgage",2
"New Mexico","Consumer Loan","Title loan",1
"New Mexico","Other financial service","Traveler/Cashier Checks",1
"New Mexico","Mortgage","VA mortgage",33
"New Mexico","Consumer Loan","Vehicle lease",5
"New Mexico","Consumer Loan","Vehicle loan",51
"Nevada","Bank account or service","(CD) Certificate of deposit",20
"Nevada","Debt collection","Auto",41
"Nevada","Bank account or service","Cashing a check without an account",10
"Nevada","Other financial service","Check cashing",1
"Nevada","Bank account or service","Checking account",502
"Nevada","Mortgage","Conventional adjustable mortgage (ARM)",263
"Nevada","Mortgage","Conventional fixed mortgage",575
"Nevada","Credit Card","Credit Card",688
"Nevada","Debt collection","Credit card",188
"Nevada","Credit reporting","Credit reporting",1197
"Nevada","Other financial service","Debt settlement",1
"Nevada","Money transfers","Domestic (US) money transfer",21
"Nevada","Mortgage","FHA mortgage",186
"Nevada","Debt collection","Federal student loan",18
"Nevada","Prepaid card","General purpose card",20
"Nevada","Prepaid card","Gift or merchant card",3
"Nevada","Prepaid card","Government benefit payment card",1
"Nevada","Mortgage","Home equity loan or line of credit",78
"Nevada","Debt collection","I do not know",236
"Nevada","Prepaid card","ID prepaid card",6
"Nevada","Consumer Loan","Installment loan",64
"Nevada","Money transfers","International money transfer",18
"Nevada","Debt collection","Medical",238
"Nevada","Prepaid card","Mobile wallet",2
"Nevada","Debt collection","Mortgage",68
"Nevada","Student loan","Non-federal student loan",135
"Nevada","Debt collection","Other (i.e. phone, health club, etc.)",374
"Nevada","Bank account or service","Other bank product/service",106
"Nevada","Mortgage","Other mortgage",781
"Nevada","Debt collection","Payday loan",167
"Nevada","Prepaid card","Payroll card",4
"Nevada","Consumer Loan","Personal line of credit",9
"Nevada","Mortgage","Reverse mortgage",17
"Nevada","Bank account or service","Savings account",36
"Nevada","Mortgage","Second mortgage",8
"Nevada","Consumer Loan","Title loan",4
"Nevada","Mortgage","VA mortgage",59
"Nevada","Consumer Loan","Vehicle lease",15
"Nevada","Consumer Loan","Vehicle loan",119
"New York","Bank account or service","(CD) Certificate of deposit",229
"New York","Debt collection","Auto",120
"New York","Bank account or service","Cashing a check without an account",30
"New York","Other financial service","Check cashing",3
"New York","Bank account or service","Checking account",3711
"New York","Mortgage","Conventional adjustable mortgage (ARM)",820
"New York","Mortgage","Conventional fixed mortgage",3203
"New York","Credit Card","Credit Card",5838
"New York","Debt collection","Credit card",1485
"New York","Other financial service","Credit repair",2
"New York","Credit reporting","Credit reporting",5534
"New York","Other financial service","Debt settlement",14
"New York","Money transfers","Domestic (US) money transfer",112
"New York","Prepaid card","Electronic Benefit Transfer / EBT card",1
"New York","Mortgage","FHA mortgage",824
"New York","Debt collection","Federal student loan",95
"New York","Other financial service","Foreign currency exchange",5
"New York","Prepaid card","General purpose card",70
"New York","Prepaid card","Gift or merchant card",8
"New York","Prepaid card","Government benefit payment card",14
"New York","Mortgage","Home equity loan or line of credit",629
"New York","Debt collection","I do not know",1103
"New York","Prepaid card","ID prepaid card",11
"New York","Consumer Loan","Installment loan",169
"New York","Money transfers","International money transfer",168
"New York","Debt collection","Medical",505
"New York","Prepaid card","Mobile wallet",15
"New York","Other financial service","Money order",6
"New York","Debt collection","Mortgage",129
"New York","Student loan","Non-federal student loan",1412
"New York","Debt collection","Other (i.e. phone, health club, etc.)",1693
"New York","Bank account or service","Other bank product/service",832
"New York","Mortgage","Other mortgage",5082
"New York","Prepaid card","Other special purpose card",7
"New York","Consumer Loan","Pawn loan",4
"New York","Debt collection","Payday loan",133
"New York","Prepaid card","Payroll card",19
"New York","Consumer Loan","Personal line of credit",100
"New York","Other financial service","Refund anticipation check",3
"New York","Mortgage","Reverse mortgage",106
"New York","Bank account or service","Savings account",413
"New York","Mortgage","Second mortgage",41
"New York","Consumer Loan","Title loan",3
"New York","Prepaid card","Transit card",2
"New York","Other financial service","Traveler/Cashier Checks",6
"New York","Mortgage","VA mortgage",62
"New York","Consumer Loan","Vehicle lease",155
"New York","Consumer Loan","Vehicle loan",572
"Ohio","Bank account or service","(CD) Certificate of deposit",71
"Ohio","Debt collection","Auto",78
"Ohio","Bank account or service","Cashing a check without an account",15
"Ohio","Other financial service","Check cashing",8
"Ohio","Bank account or service","Checking account",1370
"Ohio","Mortgage","Conventional adjustable mortgage (ARM)",401
"Ohio","Mortgage","Conventional fixed mortgage",1674
"Ohio","Credit Card","Credit Card",2167
"Ohio","Debt collection","Credit card",601
"Ohio","Other financial service","Credit repair",1
"Ohio","Credit reporting","Credit reporting",2239
"Ohio","Other financial service","Debt settlement",5
"Ohio","Money transfers","Domestic (US) money transfer",56
"Ohio","Mortgage","FHA mortgage",736
"Ohio","Debt collection","Federal student loan",60
"Ohio","Other financial service","Foreign currency exchange",1
"Ohio","Prepaid card","General purpose card",29
"Ohio","Prepaid card","Gift or merchant card",4
"Ohio","Prepaid card","Government benefit payment card",8
"Ohio","Mortgage","Home equity loan or line of credit",292
"Ohio","Debt collection","I do not know",685
"Ohio","Prepaid card","ID prepaid card",6
"Ohio","Consumer Loan","Installment loan",195
"Ohio","Money transfers","International money transfer",45
"Ohio","Debt collection","Medical",363
"Ohio","Prepaid card","Mobile wallet",4
"Ohio","Other financial service","Money order",2
"Ohio","Debt collection","Mortgage",69
"Ohio","Student loan","Non-federal student loan",750
"Ohio","Debt collection","Other (i.e. phone, health club, etc.)",863
"Ohio","Bank account or service","Other bank product/service",274
"Ohio","Mortgage","Other mortgage",1697
"Ohio","Prepaid card","Other special purpose card",6
"Ohio","Consumer Loan","Pawn loan",2
"Ohio","Debt collection","Payday loan",546
"Ohio","Prepaid card","Payroll card",13
"Ohio","Consumer Loan","Personal line of credit",53
"Ohio","Mortgage","Reverse mortgage",35
"Ohio","Bank account or service","Savings account",113
"Ohio","Mortgage","Second mortgage",24
"Ohio","Consumer Loan","Title loan",8
"Ohio","Other financial service","Traveler/Cashier Checks",1
"Ohio","Mortgage","VA mortgage",90
"Ohio","Consumer Loan","Vehicle lease",77
"Ohio","Consumer Loan","Vehicle loan",461
"Oklahoma","Bank account or service","(CD) Certificate of deposit",12
"Oklahoma","Debt collection","Auto",17
"Oklahoma","Bank account or service","Cashing a check without an account",3
"Oklahoma","Other financial service","Check cashing",1
"Oklahoma","Bank account or service","Checking account",193
"Oklahoma","Mortgage","Conventional adjustable mortgage (ARM)",54
"Oklahoma","Mortgage","Conventional fixed mortgage",295
"Oklahoma","Credit Card","Credit Card",398
"Oklahoma","Debt collection","Credit card",165
"Oklahoma","Other financial service","Credit repair",1
"Oklahoma","Credit reporting","Credit reporting",606
"Oklahoma","Other financial service","Debt settlement",1
"Oklahoma","Money transfers","Domestic (US) money transfer",15
"Oklahoma","Mortgage","FHA mortgage",145
"Oklahoma","Debt collection","Federal student loan",17
"Oklahoma","Prepaid card","General purpose card",9
"Oklahoma","Prepaid card","Government benefit payment card",2
"Oklahoma","Mortgage","Home equity loan or line of credit",26
"Oklahoma","Debt collection","I do not know",184
"Oklahoma","Prepaid card","ID prepaid card",1
"Oklahoma","Consumer Loan","Installment loan",44
"Oklahoma","Money transfers","International money transfer",7
"Oklahoma","Debt collection","Medical",166
"Oklahoma","Debt collection","Mortgage",13
"Oklahoma","Student loan","Non-federal student loan",99
"Oklahoma","Debt collection","Other (i.e. phone, health club, etc.)",258
"Oklahoma","Bank account or service","Other bank product/service",53
"Oklahoma","Mortgage","Other mortgage",278
"Oklahoma","Debt collection","Payday loan",139
"Oklahoma","Prepaid card","Payroll card",4
"Oklahoma","Consumer Loan","Personal line of credit",6
"Oklahoma","Mortgage","Reverse mortgage",13
"Oklahoma","Bank account or service","Savings account",11
"Oklahoma","Mortgage","Second mortgage",3
"Oklahoma","Consumer Loan","Title loan",3
"Oklahoma","Mortgage","VA mortgage",36
"Oklahoma","Consumer Loan","Vehicle lease",4
"Oklahoma","Consumer Loan","Vehicle loan",105
"Oregon","Bank account or service","(CD) Certificate of deposit",27
"Oregon","Debt collection","Auto",23
"Oregon","Bank account or service","Cashing a check without an account",2
"Oregon","Bank account or service","Checking account",532
"Oregon","Mortgage","Conventional adjustable mortgage (ARM)",222
"Oregon","Mortgage","Conventional fixed mortgage",723
"Oregon","Credit Card","Credit Card",740
"Oregon","Debt collection","Credit card",210
"Oregon","Other financial service","Credit repair",1
"Oregon","Credit reporting","Credit reporting",871
"Oregon","Other financial service","Debt settlement",3
"Oregon","Money transfers","Domestic (US) money transfer",13
"Oregon","Mortgage","FHA mortgage",181
"Oregon","Debt collection","Federal student loan",19
"Oregon","Other financial service","Foreign currency exchange",1
"Oregon","Prepaid card","General purpose card",10
"Oregon","Prepaid card","Gift or merchant card",1
"Oregon","Prepaid card","Government benefit payment card",2
"Oregon","Mortgage","Home equity loan or line of credit",111
"Oregon","Debt collection","I do not know",292
"Oregon","Prepaid card","ID prepaid card",1
"Oregon","Consumer Loan","Installment loan",51
"Oregon","Money transfers","International money transfer",16
"Oregon","Debt collection","Medical",155
"Oregon","Prepaid card","Mobile wallet",5
"Oregon","Other financial service","Money order",2
"Oregon","Debt collection","Mortgage",45
"Oregon","Student loan","Non-federal student loan",219
"Oregon","Debt collection","Other (i.e. phone, health club, etc.)",346
"Oregon","Bank account or service","Other bank product/service",127
"Oregon","Mortgage","Other mortgage",849
"Oregon","Prepaid card","Other special purpose card",3
"Oregon","Debt collection","Payday loan",98
"Oregon","Consumer Loan","Personal line of credit",28
"Oregon","Mortgage","Reverse mortgage",34
"Oregon","Bank account or service","Savings account",31
"Oregon","Mortgage","Second mortgage",4
"Oregon","Prepaid card","Transit card",2
"Oregon","Other financial service","Traveler/Cashier Checks",1
"Oregon","Mortgage","VA mortgage",35
"Oregon","Consumer Loan","Vehicle lease",6
"Oregon","Consumer Loan","Vehicle loan",89
"Pennsylvania","Bank account or service","(CD) Certificate of deposit",146
"Pennsylvania","Debt collection","Auto",81
"Pennsylvania","Bank account or service","Cashing a check without an account",19
"Pennsylvania","Other financial service","Check cashing",3
"Pennsylvania","Bank account or service","Checking account",1849
"Pennsylvania","Mortgage","Conventional adjustable mortgage (ARM)",464
"Pennsylvania","Mortgage","Conventional fixed mortgage",2167
"Pennsylvania","Credit Card","Credit Card",2419
"Pennsylvania","Debt collection","Credit card",758
"Pennsylvania","Other financial service","Credit repair",1
"Pennsylvania","Credit reporting","Credit reporting",2722
"Pennsylvania","Other financial service","Debt settlement",5
"Pennsylvania","Money transfers","Domestic (US) money transfer",69
"Pennsylvania","Mortgage","FHA mortgage",743
"Pennsylvania","Debt collection","Federal student loan",61
"Pennsylvania","Other financial service","Foreign currency exchange",2
"Pennsylvania","Prepaid card","General purpose card",30
"Pennsylvania","Prepaid card","Gift or merchant card",8
"Pennsylvania","Prepaid card","Government benefit payment card",8
"Pennsylvania","Mortgage","Home equity loan or line of credit",371
"Pennsylvania","Debt collection","I do not know",684
"Pennsylvania","Prepaid card","ID prepaid card",4
"Pennsylvania","Consumer Loan","Installment loan",174
"Pennsylvania","Money transfers","International money transfer",56
"Pennsylvania","Debt collection","Medical",412
"Pennsylvania","Prepaid card","Mobile wallet",6
"Pennsylvania","Debt collection","Mortgage",86
"Pennsylvania","Student loan","Non-federal student loan",1014
"Pennsylvania","Debt collection","Other (i.e. phone, health club, etc.)",910
"Pennsylvania","Bank account or service","Other bank product/service",404
"Pennsylvania","Mortgage","Other mortgage",1826
"Pennsylvania","Prepaid card","Other special purpose card",5
"Pennsylvania","Consumer Loan","Pawn loan",4
"Pennsylvania","Debt collection","Payday loan",272
"Pennsylvania","Prepaid card","Payroll card",7
"Pennsylvania","Consumer Loan","Personal line of credit",75
"Pennsylvania","Mortgage","Reverse mortgage",58
"Pennsylvania","Bank account or service","Savings account",142
"Pennsylvania","Mortgage","Second mortgage",17
"Pennsylvania","Consumer Loan","Title loan",5
"Pennsylvania","Prepaid card","Transit card",2
"Pennsylvania","Other financial service","Traveler/Cashier Checks",1
"Pennsylvania","Mortgage","VA mortgage",86
"Pennsylvania","Consumer Loan","Vehicle lease",63
"Pennsylvania","Consumer Loan","Vehicle loan",419
"Puerto Rico","Bank account or service","(CD) Certificate of deposit",7
"Puerto Rico","Debt collection","Auto",6
"Puerto Rico","Bank account or service","Cashing a check without an account",2
"Puerto Rico","Other financial service","Check cashing",1
"Puerto Rico","Bank account or service","Checking account",105
"Puerto Rico","Mortgage","Conventional adjustable mortgage (ARM)",6
"Puerto Rico","Mortgage","Conventional fixed mortgage",62
"Puerto Rico","Credit Card","Credit Card",211
"Puerto Rico","Debt collection","Credit card",39
"Puerto Rico","Credit reporting","Credit reporting",339
"Puerto Rico","Mortgage","FHA mortgage",22
"Puerto Rico","Debt collection","Federal student loan",5
"Puerto Rico","Prepaid card","Government benefit payment card",1
"Puerto Rico","Mortgage","Home equity loan or line of credit",4
"Puerto Rico","Debt collection","I do not know",25
"Puerto Rico","Consumer Loan","Installment loan",8
"Puerto Rico","Money transfers","International money transfer",5
"Puerto Rico","Debt collection","Medical",14
"Puerto Rico","Prepaid card","Mobile wallet",1
"Puerto Rico","Debt collection","Mortgage",3
"Puerto Rico","Student loan","Non-federal student loan",20
"Puerto Rico","Debt collection","Other (i.e. phone, health club, etc.)",79
"Puerto Rico","Bank account or service","Other bank product/service",36
"Puerto Rico","Mortgage","Other mortgage",96
"Puerto Rico","Consumer Loan","Pawn loan",3
"Puerto Rico","Payday loan","Payday loan",3
"Puerto Rico","Consumer Loan","Personal line of credit",11
"Puerto Rico","Mortgage","Reverse mortgage",2
"Puerto Rico","Bank account or service","Savings account",22
"Puerto Rico","Mortgage","VA mortgage",4
"Puerto Rico","Consumer Loan","Vehicle lease",5
"Puerto Rico","Consumer Loan","Vehicle loan",21
"Rhode Island","Bank account or service","(CD) Certificate of deposit",22
"Rhode Island","Debt collection","Auto",11
"Rhode Island","Bank account or service","Cashing a check without an account",2
"Rhode Island","Bank account or service","Checking account",221
"Rhode Island","Mortgage","Conventional adjustable mortgage (ARM)",55
"Rhode Island","Mortgage","Conventional fixed mortgage",183
"Rhode Island","Credit Card","Credit Card",250
"Rhode Island","Debt collection","Credit card",77
"Rhode Island","Other financial service","Credit repair",1
"Rhode Island","Credit reporting","Credit reporting",231
"Rhode Island","Other financial service","Debt settlement",1
"Rhode Island","Money transfers","Domestic (US) money transfer",4
"Rhode Island","Mortgage","FHA mortgage",58
"Rhode Island","Debt collection","Federal student loan",8
"Rhode Island","Prepaid card","General purpose card",2
"Rhode Island","Mortgage","Home equity loan or line of credit",33
"Rhode Island","Debt collection","I do not know",72
"Rhode Island","Prepaid card","ID prepaid card",1
"Rhode Island","Consumer Loan","Installment loan",15
"Rhode Island","Money transfers","International money transfer",8
"Rhode Island","Debt collection","Medical",12
"Rhode Island","Debt collection","Mortgage",9
"Rhode Island","Student loan","Non-federal student loan",65
"Rhode Island","Debt collection","Other (i.e. phone, health club, etc.)",73
"Rhode Island","Bank account or service","Other bank product/service",33
"Rhode Island","Mortgage","Other mortgage",183
"Rhode Island","Consumer Loan","Pawn loan",1
"Rhode Island","Payday loan","Payday loan",60
"Rhode Island","Prepaid card","Payroll card",1
"Rhode Island","Consumer Loan","Personal line of credit",4
"Rhode Island","Other financial service","Refund anticipation check",1
"Rhode Island","Mortgage","Reverse mortgage",4
"Rhode Island","Bank account or service","Savings account",19
"Rhode Island","Mortgage","Second mortgage",2
"Rhode Island","Consumer Loan","Title loan",1
"Rhode Island","Prepaid card","Transit card",1
"Rhode Island","Mortgage","VA mortgage",3
"Rhode Island","Consumer Loan","Vehicle lease",23
"Rhode Island","Consumer Loan","Vehicle loan",34
"South Carolina","Bank account or service","(CD) Certificate of deposit",20
"South Carolina","Debt collection","Auto",33
"South Carolina","Bank account or service","Cashing a check without an account",9
"South Carolina","Other financial service","Check cashing",3
"South Carolina","Bank account or service","Checking account",406
"South Carolina","Mortgage","Conventional adjustable mortgage (ARM)",151
"South Carolina","Mortgage","Conventional fixed mortgage",671
"South Carolina","Credit Card","Credit Card",629
"South Carolina","Debt collection","Credit card",273
"South Carolina","Other financial service","Credit repair",1
"South Carolina","Credit reporting","Credit reporting",1223
"South Carolina","Other financial service","Debt settlement",1
"South Carolina","Money transfers","Domestic (US) money transfer",22
"South Carolina","Mortgage","FHA mortgage",219
"South Carolina","Debt collection","Federal student loan",28
"South Carolina","Other financial service","Foreign currency exchange",1
"South Carolina","Prepaid card","General purpose card",22
"South Carolina","Prepaid card","Gift or merchant card",1
"South Carolina","Mortgage","Home equity loan or line of credit",55
"South Carolina","Debt collection","I do not know",318
"South Carolina","Prepaid card","ID prepaid card",4
"South Carolina","Consumer Loan","Installment loan",136
"South Carolina","Money transfers","International money transfer",17
"South Carolina","Debt collection","Medical",188
"South Carolina","Prepaid card","Mobile wallet",2
"South Carolina","Other financial service","Money order",3
"South Carolina","Debt collection","Mortgage",33
"South Carolina","Student loan","Non-federal student loan",208
"South Carolina","Debt collection","Other (i.e. phone, health club, etc.)",396
"South Carolina","Bank account or service","Other bank product/service",111
"South Carolina","Mortgage","Other mortgage",662
"South Carolina","Prepaid card","Other special purpose card",1
"South Carolina","Consumer Loan","Pawn loan",2
"South Carolina","Payday loan","Payday loan",179
"South Carolina","Prepaid card","Payroll card",9
"South Carolina","Consumer Loan","Personal line of credit",28
"South Carolina","Other financial service","Refund anticipation check",1
"South Carolina","Mortgage","Reverse mortgage",16
"South Carolina","Bank account or service","Savings account",23
"South Carolina","Mortgage","Second mortgage",6
"South Carolina","Consumer Loan","Title loan",9
"South Carolina","Prepaid card","Transit card",1
"South Carolina","Mortgage","VA mortgage",84
"South Carolina","Consumer Loan","Vehicle lease",16
"South Carolina","Consumer Loan","Vehicle loan",182
"South Dakota","Bank account or service","(CD) Certificate of deposit",1
"South Dakota","Debt collection","Auto",7
"South Dakota","Bank account or service","Checking account",54
"South Dakota","Mortgage","Conventional adjustable mortgage (ARM)",10
"South Dakota","Mortgage","Conventional fixed mortgage",50
"South Dakota","Credit Card","Credit Card",132
"South Dakota","Debt collection","Credit card",37
"South Dakota","Credit reporting","Credit reporting",94
"South Dakota","Money transfers","Domestic (US) money transfer",1
"South Dakota","Mortgage","FHA mortgage",22
"South Dakota","Debt collection","Federal student loan",1
"South Dakota","Prepaid card","General purpose card",1
"South Dakota","Mortgage","Home equity loan or line of credit",4
"South Dakota","Debt collection","I do not know",41
"South Dakota","Consumer Loan","Installment loan",7
"South Dakota","Money transfers","International money transfer",3
"South Dakota","Debt collection","Medical",37
"South Dakota","Debt collection","Mortgage",4
"South Dakota","Student loan","Non-federal student loan",32
"South Dakota","Debt collection","Other (i.e. phone, health club, etc.)",37
"South Dakota","Bank account or service","Other bank product/service",7
"South Dakota","Mortgage","Other mortgage",61
"South Dakota","Debt collection","Payday loan",24
"South Dakota","Mortgage","Reverse mortgage",1
"South Dakota","Bank account or service","Savings account",6
"South Dakota","Mortgage","Second mortgage",1
"South Dakota","Consumer Loan","Title loan",1
"South Dakota","Mortgage","VA mortgage",6
"South Dakota","Consumer Loan","Vehicle lease",2
"South Dakota","Consumer Loan","Vehicle loan",25
"Tennessee","Bank account or service","(CD) Certificate of deposit",29
"Tennessee","Debt collection","Auto",52
"Tennessee","Bank account or service","Cashing a check without an account",1
"Tennessee","Other financial service","Check cashing",3
"Tennessee","Bank account or service","Checking account",613
"Tennessee","Mortgage","Conventional adjustable mortgage (ARM)",188
"Tennessee","Mortgage","Conventional fixed mortgage",753
"Tennessee","Credit Card","Credit Card",884
"Tennessee","Debt collection","Credit card",319
"Tennessee","Other financial service","Credit repair",2
"Tennessee","Credit reporting","Credit reporting",1254
"Tennessee","Money transfers","Domestic (US) money transfer",23
"Tennessee","Mortgage","FHA mortgage",322
"Tennessee","Debt collection","Federal student loan",30
"Tennessee","Other financial service","Foreign currency exchange",1
"Tennessee","Prepaid card","General purpose card",24
"Tennessee","Prepaid card","Gift or merchant card",3
"Tennessee","Prepaid card","Government benefit payment card",2
"Tennessee","Mortgage","Home equity loan or line of credit",70
"Tennessee","Debt collection","I do not know",369
"Tennessee","Prepaid card","ID prepaid card",1
"Tennessee","Consumer Loan","Installment loan",146
"Tennessee","Money transfers","International money transfer",16
"Tennessee","Debt collection","Medical",271
"Tennessee","Prepaid card","Mobile wallet",1
"Tennessee","Other financial service","Money order",1
"Tennessee","Debt collection","Mortgage",38
"Tennessee","Student loan","Non-federal student loan",262
"Tennessee","Debt collection","Other (i.e. phone, health club, etc.)",535
"Tennessee","Bank account or service","Other bank product/service",137
"Tennessee","Mortgage","Other mortgage",769
"Tennessee","Prepaid card","Other special purpose card",2
"Tennessee","Consumer Loan","Pawn loan",3
"Tennessee","Debt collection","Payday loan",266
"Tennessee","Prepaid card","Payroll card",11
"Tennessee","Consumer Loan","Personal line of credit",25
"Tennessee","Mortgage","Reverse mortgage",21
"Tennessee","Bank account or service","Savings account",42
"Tennessee","Mortgage","Second mortgage",11
"Tennessee","Consumer Loan","Title loan",9
"Tennessee","Other financial service","Traveler/Cashier Checks",1
"Tennessee","Mortgage","VA mortgage",65
"Tennessee","Consumer Loan","Vehicle lease",5
"Tennessee","Consumer Loan","Vehicle loan",220
"Texas","Bank account or service","(CD) Certificate of deposit",137
"Texas","Debt collection","Auto",188
"Texas","Bank account or service","Cashing a check without an account",25
"Texas","Other financial service","Check cashing",11
"Texas","Bank account or service","Checking account",2436
"Texas","Mortgage","Conventional adjustable mortgage (ARM)",670
"Texas","Mortgage","Conventional fixed mortgage",2836
"Texas","Credit Card","Credit Card",3934
"Texas","Debt collection","Credit card",1577
"Texas","Other financial service","Credit repair",6
"Texas","Credit reporting","Credit reporting",10192
"Texas","Other financial service","Debt settlement",5
"Texas","Money transfers","Domestic (US) money transfer",109
"Texas","Mortgage","FHA mortgage",1286
"Texas","Debt collection","Federal student loan",101
"Texas","Prepaid card","General purpose card",65
"Texas","Prepaid card","Gift or merchant card",16
"Texas","Prepaid card","Government benefit payment card",18
"Texas","Mortgage","Home equity loan or line of credit",359
"Texas","Debt collection","I do not know",2342
"Texas","Prepaid card","ID prepaid card",10
"Texas","Consumer Loan","Installment loan",408
"Texas","Money transfers","International money transfer",158
"Texas","Debt collection","Medical",1114
"Texas","Prepaid card","Mobile wallet",13
"Texas","Other financial service","Money order",3
"Texas","Debt collection","Mortgage",153
"Texas","Student loan","Non-federal student loan",830
"Texas","Debt collection","Other (i.e. phone, health club, etc.)",2742
"Texas","Bank account or service","Other bank product/service",617
"Texas","Mortgage","Other mortgage",2782
"Texas","Prepaid card","Other special purpose card",8
"Texas","Consumer Loan","Pawn loan",2
"Texas","Debt collection","Payday loan",1283
"Texas","Prepaid card","Payroll card",26
"Texas","Consumer Loan","Personal line of credit",88
"Texas","Other financial service","Refund anticipation check",2
"Texas","Mortgage","Reverse mortgage",104
"Texas","Bank account or service","Savings account",186
"Texas","Mortgage","Second mortgage",18
"Texas","Consumer Loan","Title loan",41
"Texas","Prepaid card","Transit card",1
"Texas","Other financial service","Traveler/Cashier Checks",4
"Texas","Mortgage","VA mortgage",343
"Texas","Consumer Loan","Vehicle lease",70
"Texas","Consumer Loan","Vehicle loan",1029
"Utah","Bank account or service","(CD) Certificate of deposit",7
"Utah","Debt collection","Auto",25
"Utah","Bank account or service","Cashing a check without an account",2
"Utah","Bank account or service","Checking account",152
"Utah","Mortgage","Conventional adjustable mortgage (ARM)",87
"Utah","Mortgage","Conventional fixed mortgage",350
"Utah","Credit Card","Credit Card",322
"Utah","Debt collection","Credit card",139
"Utah","Credit reporting","Credit reporting",406
"Utah","Money transfers","Domestic (US) money transfer",6
"Utah","Mortgage","FHA mortgage",148
"Utah","Debt collection","Federal student loan",7
"Utah","Prepaid card","General purpose card",3
"Utah","Mortgage","Home equity loan or line of credit",44
"Utah","Debt collection","I do not know",130
"Utah","Consumer Loan","Installment loan",19
"Utah","Money transfers","International money transfer",11
"Utah","Debt collection","Medical",94
"Utah","Prepaid card","Mobile wallet",4
"Utah","Other financial service","Money order",1
"Utah","Debt collection","Mortgage",12
"Utah","Student loan","Non-federal student loan",80
"Utah","Debt collection","Other (i.e. phone, health club, etc.)",190
"Utah","Bank account or service","Other bank product/service",39
"Utah","Mortgage","Other mortgage",278
"Utah","Consumer Loan","Pawn loan",1
"Utah","Debt collection","Payday loan",63
"Utah","Prepaid card","Payroll card",1
"Utah","Consumer Loan","Personal line of credit",5
"Utah","Other financial service","Refund anticipation check",1
"Utah","Mortgage","Reverse mortgage",9
"Utah","Bank account or service","Savings account",17
"Utah","Mortgage","Second mortgage",1
"Utah","Consumer Loan","Title loan",2
"Utah","Mortgage","VA mortgage",19
"Utah","Consumer Loan","Vehicle lease",8
